C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_02_635.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_02_635.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_02_635.jpg, 0, 0, 0, 7.845408E-05
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_02_742.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_02_742.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_02_742.jpg, 0, 0, 0, 7.835055E-05
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_02_850.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_02_850.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_02_850.jpg, 0, 0, 0, 7.794057E-05
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_02_954.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_02_954.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_02_954.jpg, 0, 0, 0, 7.889844E-05
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_03_056.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_03_056.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_03_056.jpg, 0, 0, 0, 8.013591E-05
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_03_160.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_03_160.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_03_160.jpg, 0, 0, 0, 7.964129E-05
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_03_261.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_03_261.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_03_261.jpg, 0, 0, 0, 8.018355E-05
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_03_367.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_03_367.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_03_367.jpg, 0, 0, 0, 7.772365E-05
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_03_476.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_03_476.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_03_476.jpg, 0, 0, 0, 7.937096E-05
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_03_578.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_03_578.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_03_578.jpg, 0, 0, 0, 7.855154E-05
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_03_680.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_03_680.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_03_680.jpg, 0, 0, 0, 7.863102E-05
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_03_788.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_03_788.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_03_788.jpg, 0, 0, 0, 7.827685E-05
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_03_898.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_03_898.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_03_898.jpg, 0, 0.1120203, 0, 0.03846186
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_04_000.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_04_000.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_04_000.jpg, 0, 0.4299342, 0, 0.4141153
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_04_101.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_04_101.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_04_101.jpg, 0, 0.73071, 0, 1.096829
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_04_208.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_04_208.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_04_208.jpg, 0, 1, 0, 2.11953
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_04_308.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_04_308.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_04_308.jpg, 0, 1, 0, 3.237734
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_04_417.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_04_417.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_04_417.jpg, 0, 1, 0, 4.637978
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_04_525.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_04_525.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_04_525.jpg, 0, 1, 0, 5.797477
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_04_629.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_04_629.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_04_629.jpg, 0, 1, 0, 6.945812
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_04_736.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_04_736.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_04_736.jpg, 0, 1, 0, 8.309117
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_04_841.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_04_841.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_04_841.jpg, -0.3199401, 1, 0, 9.404293
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_04_944.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_04_944.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_04_944.jpg, -0.5973451, 1, 0, 10.41708
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_05_052.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_05_052.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_05_052.jpg, -0.3406335, 1, 0, 11.61752
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_05_157.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_05_157.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_05_157.jpg, 0, 1, 0, 12.89521
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_05_263.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_05_263.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_05_263.jpg, 0, 1, 0, 13.8805
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_05_366.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_05_366.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_05_366.jpg, 0, 1, 0, 14.93987
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_05_466.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_05_466.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_05_466.jpg, -0.1394784, 1, 0, 16.06508
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_05_567.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_05_567.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_05_567.jpg, -0.4404675, 1, 0, 16.88595
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_05_673.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_05_673.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_05_673.jpg, -0.2121291, 1, 0, 18.0763
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_05_777.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_05_777.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_05_777.jpg, 0, 1, 0, 19.28449
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_05_883.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_05_883.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_05_883.jpg, 0, 1, 0, 20.17984
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_05_992.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_05_992.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_05_992.jpg, 0, 1, 0, 21.27406
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_06_097.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_06_097.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_06_097.jpg, -0.1139343, 1, 0, 22.44577
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_06_198.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_06_198.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_06_198.jpg, -0.4193148, 1, 0, 23.30803
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_06_306.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_06_306.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_06_306.jpg, -0.709323, 1, 0, 24.03108
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_06_416.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_06_416.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_06_416.jpg, -0.4138074, 1, 0, 25.11445
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_06_524.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_06_524.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_06_524.jpg, -0.1194222, 1, 0, 26.08764
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_06_632.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_06_632.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_06_632.jpg, 0, 1, 0, 27.00604
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_06_744.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_06_744.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_06_744.jpg, 0, 1, 0, 28.12478
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_06_843.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_06_843.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_06_843.jpg, 0, 1, 0, 29.04994
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_06_951.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_06_951.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_06_951.jpg, 0, 1, 0, 29.96627
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_07_058.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_07_058.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_07_058.jpg, 0, 1, 0, 30.19025
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_07_171.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_07_171.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_07_171.jpg, -0.1030086, 1, 0, 30.18802
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_07_274.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_07_274.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_07_274.jpg, -0.3067575, 1, 0, 30.17497
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_07_378.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_07_378.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_07_378.jpg, 0, 1, 0, 30.18856
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_07_480.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_07_480.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_07_480.jpg, 0, 1, 0, 30.18992
C:\Users\DELL\Desktop\Simulation\IMG\center_2022_02_06_18_53_07_588.jpg, C:\Users\DELL\Desktop\Simulation\IMG\left_2022_02_06_18_53_07_588.jpg, C:\Users\DELL\Desktop\Simulation\IMG\right_2022_02_06_18_53_07_588.jpg, 0, 1, 0, 30.19028
